0, 0.999553620815, 0, 0.999553620815
0, 0.999983668327, 0, 0.999983668327
0, 1.0, 0, 1.0
0, 1.0, 0, 1.0
0, 1.0, 0, 1.0
0, 1.0, 0, 1.0
0, 0.999999880791, 0, 0.999999880791
0, 0.999968647957, 0, 0.999968647957
0, 0.999998927116, 0, 0.999998927116
0, 0.74537140131, 0, 0.74537140131
0, 0.999987483025, 0, 0.999987483025
0, 0.999998211861, 0, 0.999998211861
0, 0.999972939491, 0, 0.999972939491
0, 0.999904036522, 0, 0.999904036522
0, 0.999993681908, 0, 0.999993681908
0, 0.996496856213, 0, 0.996496856213
